Project,Scenario,Dollar_year,Weather_year,Start_day,census_division,country,tz,t
Standard_scenarios_2020,LowRECost,2019$,2012,Sunday,WSC,usa,CT,2050
timestamp,timestamp_local,busbar_load,busbar_load_for_enduse,enduse_load,storage_charging,net_load_busbar,battery_charging,phs_charging,trans_losses,distloss_rate_avg,distloss_rate_marg,spin_MW,spin_shadow_price,flex_MW,flex_shadow_price,reg_MW,reg_shadow_price,curt_solar,curt_wind,co2_rate_avg_gen,co2_rate_avg_load_enduse,co2_srmer_enduse,co2_lrmer_enduse,energy_cost_busbar,op_res_cost_busbar,capacity_cost_busbar,portfolio_cost_busbar,total_cost_busbar,energy_cost_enduse,op_res_cost_enduse,capacity_cost_enduse,portfolio_cost_enduse,total_cost_enduse,generation,variable_generation,nuclear_MWh,coal_MWh,coal-ccs_MWh,o-g-s_MWh,gas-cc_MWh,gas-cc-ccs_MWh,gas-ct_MWh,hydro_MWh,geothermal_MWh,biomass_MWh,wind-ons_MWh,wind-ofs_MWh,csp_MWh,upv_MWh,distpv_MWh,phs_MWh,battery_MWh,canada_MWh
2050-05-24 14:00:00,2050-05-24 13:00:00,97389.8,95883.8,90229.4,1298.3,2827.6,1298.3,0.0,207.7,0.059,0.1002,2876.5,0.0,7661.3,0.0,1435.2,0.0,5290.4,1733.8,18.4,21.2,22.3,135.4,1.6,0.0,0.0,0.0,1.6,1.79,0.0,0.0,0.0,1.79,99917.9,93056.2,3755.0,1329.3,0.0,0.0,1504.1,0.0,0.0,91.4,0.0,181.9,39311.4,0.0,0.0,41298.9,12445.8,0.0,0.0,0.0
2050-05-24 15:00:00,2050-05-24 14:00:00,98306.8,97802.6,91953.3,271.8,3853.4,271.8,0.0,232.3,0.0598,0.1022,2934.1,0.0,7137.7,0.0,1428.2,0.0,2924.2,3118.6,18.4,21.2,22.9,130.0,1.62,0.0,0.0,0.0,1.62,1.8,0.0,0.0,0.0,1.8,100860.3,93949.2,3755.0,1329.3,0.0,0.0,1553.4,0.0,0.0,91.4,0.0,181.9,34074.8,0.0,0.0,47555.9,12318.6,0.0,0.0,0.0
2050-05-24 16:00:00,2050-05-24 15:00:00,99520.0,97424.3,91612.6,1829.9,2285.0,1829.9,0.0,265.8,0.0597,0.1019,2922.7,0.0,6707.8,0.0,1402.9,0.0,13241.6,1040.1,18.2,20.8,22.8,133.7,1.59,0.0,0.0,0.0,1.59,1.79,0.0,0.0,0.0,1.79,102050.3,95139.3,3755.0,1329.3,0.0,0.0,1553.4,0.0,0.0,91.4,0.0,181.9,29775.8,0.0,0.0,51458.1,13905.4,0.0,0.0,0.0
2050-05-24 17:00:00,2050-05-24 16:00:00,95407.5,94495.3,88977.2,655.2,2823.9,655.2,0.0,257.0,0.0584,0.0988,2834.9,0.0,7034.9,0.0,1390.0,0.0,4232.3,2622.9,17.5,20.2,23.5,132.2,1.65,0.0,0.0,0.0,1.65,1.83,0.0,0.0,0.0,1.83,98453.2,91671.4,3755.0,1200.1,0.0,0.0,1553.4,0.0,0.0,91.4,0.0,181.9,33046.7,0.0,0.0,47845.4,10779.3,0.0,0.0,0.0
2050-05-24 18:00:00,2050-05-24 17:00:00,91010.9,90299.2,85186.6,312.5,4170.9,312.5,0.0,399.2,0.0566,0.0944,2709.0,0.0,8048.7,0.0,1398.7,0.0,946.5,1968.0,21.2,24.1,24.9,177.9,1.83,0.0,0.0,0.0,1.83,2.02,0.0,0.0,0.0,2.02,93653.2,86128.3,3755.0,1200.1,0.0,0.0,2296.6,0.0,0.0,91.4,0.0,181.9,43185.2,0.0,0.0,38091.1,4852.0,0.0,0.0,0.0
2050-05-24 19:00:00,2050-05-24 18:00:00,88877.5,87826.0,82944.2,168.5,6548.7,168.5,0.0,883.0,0.0556,0.0918,2634.8,0.0,9217.9,0.0,1432.4,0.0,19.8,116.6,22.4,24.9,28.7,192.8,2.48,0.0,0.0,0.0,2.48,2.74,0.0,0.0,0.0,2.74,88924.6,81277.3,3755.0,1200.1,0.0,0.0,2296.6,0.0,0.0,142.6,0.0,181.9,54877.3,0.0,0.0,23865.9,2534.0,0.0,71.2,0.0
2050-05-24 20:00:00,2050-05-24 19:00:00,86172.2,85063.2,80430.4,0.0,19407.2,0.0,0.0,1109.0,0.0545,0.0889,2551.9,0.0,9837.8,0.0,1435.8,0.0,0.0,0.0,40.0,41.9,864.6,226.0,13.78,0.0,0.0,0.0,13.78,15.18,0.0,0.0,0.0,15.18,81269.2,65656.0,3755.0,956.1,0.0,0.0,2296.6,0.0,2229.7,142.6,0.0,181.9,61076.1,0.0,0.0,4277.9,302.0,0.0,6051.4,0.0
2050-05-24 21:00:00,2050-05-24 20:00:00,79594.1,78562.9,74484.4,0.0,17160.1,0.0,0.0,1031.2,0.0519,0.0822,2356.9,0.0,6140.3,0.0,1092.6,0.0,0.0,0.0,31.7,32.6,821.7,224.2,12.54,0.0,0.0,0.0,12.54,13.7,0.0,0.0,0.0,13.7,74183.9,61402.9,3755.0,956.1,0.0,0.0,2296.6,0.0,773.6,91.4,0.0,181.9,61402.9,0.0,0.0,0.0,0.0,0.0,4726.5,0.0
2050-05-24 22:00:00,2050-05-24 21:00:00,72797.8,71296.8,67786.2,583.0,12190.8,583.0,0.0,918.0,0.0492,0.0746,2138.9,0.0,5910.6,0.0,1008.5,0.0,0.0,132.4,26.2,28.5,103.5,231.1,2.14,0.0,0.0,0.0,2.14,2.35,0.0,0.0,0.0,2.35,67973.1,59106.0,3755.0,956.1,0.0,0.0,2296.6,0.0,0.0,91.4,0.0,181.9,59106.0,0.0,0.0,0.0,0.0,0.0,1586.1,0.0
2050-05-24 23:00:00,2050-05-24 22:00:00,66280.8,65477.7,62384.7,0.0,10802.9,0.0,0.0,803.1,0.0472,0.0685,1964.3,0.0,5467.5,0.0,928.2,0.0,0.0,464.7,27.8,29.7,117.0,230.5,2.1,0.0,0.0,0.0,2.1,2.28,0.0,0.0,0.0,2.28,62224.6,54674.8,3755.0,956.1,0.0,0.0,2296.6,0.0,0.0,91.4,0.0,181.9,54674.8,0.0,0.0,0.0,0.0,0.0,268.7,0.0
